Code,Parents,Synonyms,Definition,Display Name,Concept Status,Semantic Type,Concept in Subset
C190153,C129821,Lipid Nanoparticle Encapsulated MYC-targeting mRNA-based Agent OTX-2002|LNP Encapsulated MYC-targeting mRNA-based Agent OTX-2002|OTX 2002|OTX-2002|OTX2002,"A lipid nanoparticle (LNP)-based formulation consisting of a biscistronic mRNA that encodes two independent epigenomic controllers targeting the proto-oncogene MYC (c-Myc), with potential antineoplastic activity. Upon administration of LNP encapsulated MYC-targeting mRNA-based agent OTX-2002, the lipid formulation promotes the uptake by tumor cells. The biscistronic mRNA is then translated by the cellular protein translation machinery to produce two independent epigenomic controllers consisting of a DNA binding domain and an epigenetic effector protein. The two epigenomic controllers bind to regulatory regions on the MYC insulated genomic domain (IGD), a DNA loop bound by CTCF (CCCTC-binding factor). This downregulates MYC expression pre-transcriptionally, which may inhibit proliferation in susceptible tumor cells. MYC, a proto-oncogene overexpressed in a variety of cancers, plays a role in the regulation of transcription and cell proliferation.",Lipid Nanoparticle Encapsulated MYC-targeting mRNA-based Agent OTX-2002,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C190391,C61199|C1962|C129820,Lipid Nanoparticle Encapsulated Self-replicating RNA Encoding Human IL-12 JCXH-211|JCXH 211|JCXH-211|JCXH211|LNP Encapsulated srRNA Encoding Human IL-12 JCXH-211,"A formulation consisting of lipid nanoparticle (LNP) encapsulating self-replicating RNA (srRNA) encoding human interleukin-12 (IL-12), with potential immunomodulatory and antineoplastic activities. Upon intratumoral injection of LNP encapsulated srRNA encoding human IL-12 JCXH-211, the LNPs bind to the plasma membrane of nearby tumor cells and release srRNA encoding IL-12 into the tumor cells. The srRNA amplifies within the tumor cells, and is translated by the cellular protein translation machinery to produce IL-12, which is secreted into the local tumor microenvironment (TME). The secretion of IL-12 activates the immune system by promoting the secretion of interferon-gamma (IFN-g), activating natural killer cells (NKs), and inducing cytotoxic T-lymphocyte (CTL) responses, which may enhance immune-mediated destruction of tumor cells and decrease tumor cell proliferation. In addition, the virus-based RNA replicon may trigger anti-viral innate immune responses, further killing tumor cells.",Lipid Nanoparticle Encapsulated Self-replicating RNA Encoding Human IL-12 JCXH-211,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C190739,C61078,Nab-paclitaxel/Danburstotug Complex AP160|AP 160|AP-160|AP160|Nab-paclitaxel/STI-3031 Complex AP160,"A formulation composed of nanoparticle albumin-bound (nab) paclitaxel, which is an albumin-stabilized nanoparticle containing the natural taxane paclitaxel, complexed with danburstotug, a human monoclonal antibody directed against the immunosuppressive ligand programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274), with potential antineoplastic activity. Upon administration of nab-paclitaxel/danburstotug complex AP160, the danburstotug moiety specifically binds to PD-L1 and targets this formulation to PD-L1-positive tumor cells. In turn, paclitaxel binds to and stabilizes microtubules, which prevents depolymerization and inhibits cellular motility, mitosis, and replication. This leads to cell death of PD-L1-expressing tumor cells that were targeted by this agent. The combination of albumin-stabilization and targeting by the danburstotug moiety allows for higher efficacy and decreased paclitaxel-induced toxicity as it specifically targets PD-L1-expressing tumor cells. PD-L1 is overexpressed by many human cancer cell types.",Nab-paclitaxel/Danburstotug Complex AP160,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C198655,C1511,Copper 64 Cu-labeled Macrophage-targeted Nanoparticle|64Cu-Macrin|64Cu-labeled Macrin|Copper 64 Cu-labeled Macrin|[64]Cu-Macrin,"A radioconjugate composed of macrophage-targeted polyglucose nanoparticle, labeled with the radioisotope copper Cu 64, with potential use as a tracer for macrophages including tumor-associated macrophages (TAMs) during positron emission tomography (PET). Upon administration of copper Cu 64-labeled macrophage-targeted nanoparticle, the macrophage-targeted nanoparticle is taken up by macrophages, including TAMs in the tumor microenvironment (TME). Upon PET imaging, the macrophages can be detected. The accumulation of macrophages is present in various inflammatory diseases and tumors.",Copper 64 Cu-labeled Macrophage-targeted Nanoparticle,,"Indicator, Reagent, or Diagnostic Aid",CTRP Agent Terminology|CTRP Terminology|NCI Drug Dictionary Terminology
C200369,C2124,Copper Cu 64 NODAGA-TTX-MC138|64Cu-NODAGA-TTX-MC138|Cu-64 labeled TTX-MC138|TTX-MC138-NODAGA-Cu64,"A radioconjugate comprised of the microRNA-10b (miR-10b)-inhibitor TTX-MC138, which consists of an anti-miR10b antagomir conjugated to ultrasmall iron oxide nanoparticles, chelated with 1,4,7-triazacyclononane,1-glutaric acid-4,7 acetic acid (NODAGA) and radiolabeled with the radiotracer copper Cu 64, that may be used as an imaging agent for miR-10b-overexpressing tumor cells upon positron emission tomography (PET)-magnetic resonance imaging (PET-MRI). Upon administration of copper Cu 64 NODAGA-TTX-MC138, the TTX-MC138 moiety targets and binds to miR-10b inside tumor cells. This allows for visualization of miR-10b-overexpressing tumor cells upon imaging with PET-MRI. miR-10b, a mRNA that is highly expressed in a variety of metastatic tumor cells, plays a key role in tumor cell migration, invasion and metastasis.",Copper Cu 64 NODAGA-TTX-MC138,,"Indicator, Reagent, or Diagnostic Aid|Pharmacologic Substance",CTRP Agent Terminology|CTRP Terminology|NCI Drug Dictionary Terminology
C201982,C176586,Dual-activating Polyvalent STING Agonist ONM-501|ONM 501|ONM-501|ONM501|PC7A-encapsulated STING Agonist ONM-501|PC7A-encapsulated cGAMP ONM-501|STING-activating Polymer-encapsulated STING Agonist ONM-501,"A nanoparticle-based formulation consisting of the stimulator of interferon genes protein (STING; transmembrane protein 173; TMEM173)-activating, pH-sensitive, polymeric micelles PC7A, loaded with the endogenous STING agonist cGAMP, with potential immunoactivating and antineoplastic activities. Upon intratumoral administration of dual-activating polyvalent STING agonist ONM-501, both the polymer PC7A and the encapsulated cGAMP target and bind to STING, thereby activating the STING pathway in immune cells in the tumor microenvironment (TME). This leads to the production of pro-inflammatory cytokines, including interferons (IFNs), enhances the cross-presentation of tumor-associated antigens (TAAs) by dendritic cells (DCs), and induces a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. STING, a transmembrane protein that activates immune cells in the TME, plays a key role in the activation of the innate immune system.",Dual-activating Polyvalent STING Agonist ONM-501,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C202248,C61199|C1962|C129820,Lipid Nanoparticle Encapsulated mRNA Encoding Human Single-chain IL-12 ABO2011|ABO 2011|ABO-2011|ABO2011|ABOD 2011|ABOD-2011|ABOD2011|LNP-encapsulated mRNA Encoding IL-12 ABO2011,"A formulation consisting of lipid nanoparticle (LNP)-encapsulated messenger RNA (mRNA) encoding human single-chain interleukin-12 (scIL-12), with potential immunomodulatory and antineoplastic activities. Upon intratumoral injection, the LNP moiety binds to the plasma membrane of nearby cells and releases the scIL-12 mRNA into the cells. The mRNA is then translated by the cellular protein translation machinery to produce scIL-12, which is secreted into the local tumor microenvironment (TME). IL-12 activates the immune system by promoting the secretion of interferon-gamma (IFN-g), activating natural killer cells (NKs), and inducing cytotoxic T-lymphocyte (CTL) responses, which may result in both decreased tumor cell proliferation and enhanced immune-mediated destruction of tumor cells.",,,Pharmacologic Substance,GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C202862,C61078,PLZ4-coated Paclitaxel-loaded Micelle Formulation|PLZ4-coated Paclitaxel-loaded Micelles|PPM|PPMs,"A nanoparticle-based formulation consisting of polymeric micelles encapsulating the taxane paclitaxel that are coated with the bladder cancer-targeting ligand PLZ4, a cyclic peptide with amino acid sequence of QDGRMGF, with potential antineoplastic activity. Upon administration of the PLZ4-coated paclitaxel-loaded micelle formulation, the PLZ4 moiety specifically targets and binds to bladder cancer cells while avoiding normal, healthy cells. This specifically delivers paclitaxel to bladder cancer cells and, due to the acidic conditions in the tumor and the pH-responsive nature of the micelles, paclitaxel is released in the tumor environment. Paclitaxel binds to microtubules, promotes microtubule assembly, and prevents depolymerization, thus interfering with normal mitosis. Compared to the administration of paclitaxel alone, this formulation increases the solubility of paclitaxel, enhances its specific retention in cancer tissue, and increases its therapeutic effect, while decreasing its toxicity. In addition, the micelle formulation and the addition of PLZ4 may allow for the delivery of higher doses of paclitaxel to bladder cancer cells while minimizing systemic toxicity.",PLZ4-coated Paclitaxel-loaded Micelle Formulation,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C204213,C1450,Cisplatin Nano-engineered Intraoperative System PRV211|Cisplatin Nano-engineered Formulation PRV211|Cisplatin Nano-engineered Intraoperative Formulation PRV211|Cisplatin Nanoparticles-containing Intraoperative Formulation PRV211|Intraoperative Cisplatin System PRV211|Nano-engineered Hydrogel PRV211|Nano-engineered Polymeric Patch PRV211|PRV 211|PRV-211|PRV211,"A nano-engineered intraoperative system containing a liquid permeation enhancer (PE) and a patch composed of nanoparticles loaded with the inorganic platinum agent cisplatin, with potential antineoplastic and immunomodulating activities. Immediately following surgical tumor resection, the cisplatin nano-engineered intraoperative system PRV211 is applied intraoperatively; the PE is brushed onto the resected tumor bed and then the cisplatin patch is applied onto the same tumor site. Upon subsequent long-lasting and controlled release from the patch and penetration into the tumor bed, cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and growth inhibition of tumor cells. Cisplatin may reach regional lymph nodes and may trigger anti-tumor immune responses. Administration of PRV211 may eliminate any remaining micro metastases or close margins that could not be fully resected while avoiding system circulation. This may prevent systemic side effect and cancer recurrence.",Cisplatin Nano-engineered Intraoperative System PRV211,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology
C204794,C181141,Autologous Total Tumor mRNA Loaded Liposome Vaccine|Autologous Total Tumor mRNA Loaded DOTAP Liposome Vaccine|Autologous Total Tumor mRNA-NP Vaccine|Autologous Total Tumor mRNA-nanoparticle Vaccine,"An mRNA-based, personalized cancer vaccine consisting of total tumor RNA (TTRNA) derived from autologous tumor cells, formulated in DOTAP lipid nanoparticles, with potential immunostimulatory and antineoplastic activities. Upon administration of the autologous total tumor mRNA loaded liposome vaccine, the mRNA is taken up, translated and presented by antigen presenting cells (APCs). The expressed epitopes are then presented via major histocompatibility complex (MHC) molecules on the surface of the APCs. This leads to an induction of both cytotoxic T-lymphocyte (CTL)- and memory T-cell-dependent immune responses that specifically target and destroy the patient's cancer cells that express these tumor antigens.",Autologous Total Tumor mRNA Loaded Liposome Vaccine,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C205639,C61199|C1962|C129820,Lipid Nanoparticle Encapsulated Self-replicating RNA Encoding Human IL-12 STX-001|LNP Encapsulated srRNA Encoding Human IL-12 STX-001|LNP-formulated Self-replicating RNA Encoding IL-12 STX-001|STX 001|STX-001|STX001,"A formulation consisting of lipid nanoparticle (LNP) encapsulating self-replicating RNA (srRNA) encoding human interleukin-12 (IL-12), with potential immunomodulatory and antineoplastic activities. Upon intratumoral injection of LNP encapsulated srRNA encoding human IL-12 STX-001, the LNPs bind to the plasma membrane of nearby tumor cells and release srRNA encoding IL-12 into the tumor cells. The srRNA amplifies within the tumor cells, and is translated by the cellular protein translation machinery to produce IL-12, which is secreted into the local tumor microenvironment (TME). The secretion of IL-12 activates the immune system by promoting the secretion of interferon-gamma (IFN-g), activating natural killer cells (NKs), and inducing cytotoxic T-lymphocyte (CTL) responses, which may enhance immune-mediated destruction of tumor cells and decrease tumor cell proliferation.",Lipid Nanoparticle Encapsulated Self-replicating RNA Encoding Human IL-12 STX-001,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C208344,C2196,MicroRNA-10b Antagomir-Iron Oxide/Dextran-based Nanoparticle TTX-MC138|Anti-miR-10b Nanoparticle TTX-MC138|MicroRNA-10b Inhibitor TTX-MC138|MicroRNA-10b-targeted Nanoparticle-based Formulation TTX-MC138|TTX MC138|TTX-MC138|TTXMC138|miR-10b Antagomir-containing Iron Oxide-based Nanoparticle TTX-MC138|miR-10b Inhibitor TTX-MC138,"A nanoparticle-based formulation containing an antagomir and oligonucleotide targeting microRNA-10b (miR-10b) encapsulated within a nanoparticle consisting of an iron oxide core that is coated with dextran, with potential antineoplastic activity. Upon administration of microRNA-10b antagomir-iron oxide/dextran-based nanoparticle TTX-MC138, the anti-miR-10b moiety targets and binds to miR-10b inside tumor cells. This inhibits miR-10b and kills miR-10b-overexpressing tumor cells. This may inhibit tumor progression and metastasis. miR-10b, a non-coding RNA that is highly expressed in a variety of metastatic tumor cells, plays a key role in tumor cell migration, invasion and metastasis. The dextran coated iron oxide nanoparticles allow for an increased half-life, decreased clearance and increased tumor cell uptake.",MicroRNA-10b Antagomir-Iron Oxide/Dextran-based Nanoparticle TTX-MC138,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C210897,C201688,Lipid Nanoparticle Encapsulating Beta-catenin siRNA ALN-BCAT|ALN BCAT|ALN-BCAT|ALNBCAT|Beta-catenin-targeting RNA Interference Therapeutic ALN-BCAT|Beta-catenin-targeting RNAi Therapeutic ALN-BCAT|LNP Encapsulating Beta-catenin siRNA ALN-BCAT,"A formulation consisting of lipid nanoparticle (LNP)-encapsulated small interfering ribonucleic acid (siRNA) targeting beta-catenin, with potential antineoplastic activity. Upon administration of LNP encapsulating beta-catenin siRNA ALN-BCAT, the LNP formulation delivers the siRNA particles to the tumor cells where the beta-catenin siRNA targets and binds to beta-catenin mRNA. This results in the inhibition of the translation and expression of beta-catenin. This disrupts beta-catenin-dependent oncogenic signaling and prevents the transcription of Wnt target genes that regulate the proliferation, migration, invasion, and the metastatic potential of tumor cells, as well as genes regulating the immunosuppression of the tumor microenvironment (TME). Dysregulation of the Wnt/beta-catenin signaling pathway is found in a variety of tumors and drives oncogenesis.",Lipid Nanoparticle Encapsulating Beta-catenin siRNA ALN-BCAT,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C211533,C1892|C129821|C129820,Nanocurcumin|Curcumin Nanoformulation|Curcumin-based Nanoformulation,"An orally bioavailable nanoparticle-based formulation containing curcumin, a poorly water-soluble phytopolylphenol pigment isolated from the plant Curcuma longa, commonly known as turmeric, with a variety of pharmacologic properties, including antineoplastic, chemopreventive, antioxidant, anti-angiogenic, neuroprotective and anti-inflammatory activities. Upon oral administration, nanocurcumin blocks the formation of reactive-oxygen species (ROS), neutralizes free radicals, and prevents oxidative stress and DNA damage. Curcumin possesses anti-inflammatory properties as a result of inhibition of cyclooxygenases (COX) and other enzymes involved in inflammation, and inhibits the activity of nuclear factor-kappa B (NF-kB), and the NF-kB-mediated signaling pathway. This decreases the production of inflammatory mediators, such as interferon-gamma (IFNg). It disrupts various cell signal transduction pathways involved in carcinogenesis and prevents the expression of many transcription factors, and modulates the expression of many genes and proteins involved in tumor cell proliferation, invasion and angiogenesis. It also induces tumor cell apoptosis. It may also modulate the immune system, enhance an immune response against tumor cells, and may decrease regulatory T-cells (Tregs). This may prevent and/or inhibit tumor cell formation and proliferation. Compared to the very poorly absorbed curcumin alone, this nanoformulation may have greater bioavailability, an improved pharmacokinetic profile and increased efficacy.",,,Pharmacologic Substance,GDC Terminology|GDC Therapeutic Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C2688,C61078,Nab-paclitaxel|ABI 007|ABI-007|ABI-007|ABI007|Abraxane|Abraxane|Albumin-Stabilized Nanoparticle Paclitaxel|Albumin-bound Paclitaxel|Nanoparticle Albumin-bound Paclitaxel|Nanoparticle Paclitaxel|Naveruclif|Paclitaxel Albumin|Paclitaxel Nanoparticle Albumin-bound|Paclitaxel Protein-Bound|Paclitaxel nanoparticle albumin-bound|Protein-bound Paclitaxel|nanoparticle paclitaxel|paclitaxel albumin-stabilized nanoparticle formulation|protein-bound paclitaxel,"A Cremophor EL-free, albumin-stabilized nanoparticle formulation of the natural taxane paclitaxel with antineoplastic activity. Paclitaxel binds to and stabilizes microtubules, preventing their depolymerization and so inhibiting cellular motility, mitosis, and replication. This formulation solubilizes paclitaxel without the use of the solvent Cremophor, thereby permitting the administration of larger doses of paclitaxel while avoiding the toxic effects associated with Cremophor.",Nab-paclitaxel,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|HemOnc Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C38140,C390,Ferumoxtran-10|Combidex|USPIO|Ultrasmall Particulate Iron Oxide|ferumoxtran-10,"A synthetic ultrasmall superparamagnetic iron oxide composed of dextran-coated iron oxide nanoparticles (also known as 'ultrasmall particulate iron oxides' or USPIO). Ferumoxtran-10, which accumulates in non-cancerous lymphatic tissue, is used as a molecular resonance imaging (MRI) contrast agent. (NCI04)",Ferumoxtran-10,,"Indicator, Reagent, or Diagnostic Aid",CTRP Agent Terminology|CTRP Terminology|NCI Drug Dictionary Terminology
C39438,C19729,Jonsson Comprehensive Cancer Center|JCCC|Jonsson Comprehensive Cancer Center of University of California Los Angeles|The UCLA's Jonsson Comprehensive Cancer Center,"The Jonsson Comprehensive Cancer Center conducts basic, clinical, and cancer prevention research, while providing the latest treatments to patients, while training the next generation of medical researchers. The Center is developing new technologies for early detection and classification of cancers, combining nanotechnology, systems biology, and molecular imaging. It is affiliated with University of California, Los Angeles and was designated as an NCI comprehensive cancer center in 1974.",,,Health Care Related Organization,
C48415,C61078,Paclitaxel-Loaded Polymeric Micelle|Cynviloq TM|Genexol PM|IG-001|paclitaxel-loaded polymeric micelle,"A biodegradable poly(ethylene glycol)-poly(D,L-lactide) copolymer micelle nanoparticle-entrapped formulation of paclitaxel with antineoplastic activity. Paclitaxel promotes microtubule assembly and prevents depolymerization, thus interfering with normal mitosis. The copolymer residue increases the water-solubility of paclitaxel and allows delivery of higher doses than those achievable with paclitaxel alone.",,,Pharmacologic Substance,GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C49178,C61199|C1962|C129820,PEG-PEI-cholesterol Lipopolymer-encased IL-12 DNA Plasmid Vector IMNN-001|GEN 1|GEN-1|GEN1|IL-12 Plasmid Formulated With PEG-PEI-Cholesterol Lipopolymer|IMNN 001|IMNN-001|IMNN001|Nanoparticle-encased IL-12 DNA Plasmid Vector|phIL-12-005,"A nanoparticle-based formulation composed of a non-viral plasmid DNA vector encoding the human pro-inflammatory cytokine interleukin-12 (IL-12) encapsulated in a biodegradable, biocompatible lipoplex composed of polyethylene glycol (PEG), polyethylenimine (PEI), and cholesterol, with potential immunoactivating and antineoplastic activities. Upon intraperitoneal (IP) delivery of the PEG-PEI-cholesterol lipopolymer-encased IL-12 DNA plasmid vector IMNN-001, the lipoplex is endocytosed by nearby cells, and the plasmid DNA is transported into the nucleus, which leads to local expresssion of IL-12. In turn, the increased IL-12 production at the tumor site activates the immune system by promoting the activation of natural killer cells (NKs), inducing secretion of interferon-gamma (IFN-g) and promoting cytotoxic T-cell responses against tumor cells.",PEG-PEI-cholesterol Lipopolymer-encased IL-12 DNA Plasmid Vector IMNN-001,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C62367,C62366,Nanobomb,"An explosive device comprised of carbon nanotubes. These nanoscale devices have desirable optical and thermal properties that can be exploited for novel cancer therapeutics. The ability to manipulate these properties facilitates a controlled, localized activation and clearance mechanism of diseased or abnormal cells.",,,Classification,
C62375,C62364,Nanoshell,"A nanoparticle composed of a metallic shell surrounding a semiconductor. When nanoshells reach a target cancer cell, they can be irradiated with near-infrared light or excited with a magnetic field; either of these exposures will cause the nanoshell to become hot, thereby killing the cancer cell. The metal spheres can absorb or scatter light at several wavelengths, making them well-suited for several clinical applications.",,,Classification,
C62538,C1941,Colloidal Gold-Bound Tumor Necrosis Factor|Aurimmune|Aurimmune|CYT-6091|Colloidal Gold-Bound Recombinant Human Tumor Necrosis Factor|TNF-bound colloidal gold|TNF-bound colloidal gold|colloidal gold-bound TNF|colloidal gold-bound rhTNF|colloidal gold-bound tumor necrosis factor,"A nanoparticle delivery system for recombinant human tumor necrosis factor (TNF) consisting of recombinant TNF bound to pegylated colloidal gold nanoparticles with potential antineoplastic activity. Upon intravenous administration, colloidal gold-bound recombinant human TNF travels through the bloodstream, avoiding immune detection and uptake by the reticuloendothelial system because of nanoparticle pegylation. Due to their size, the colloidal gold nanoparticles exit the circulatory system only at hyperpermeable tumor neovasculature sites; TNF then binds to and activates tumor cell TNF receptors, which may result in an increase in tumor cell apoptosis and a reduction in tumor cell proliferation. Compared to the administration of unbound TNF, colloidal gold-bound TNF may improve the efficacy and safety of TNF administration by delivering TNF specifically to tumor tissue.",,,"Amino Acid, Peptide, or Protein|Pharmacologic Substance",GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C62597,C1752|C1663,CHP-HER-2 Peptide Vaccine|Cholesterol-Bearing Hydrophobized Pullulan HER2 Protein 146,"A peptide vaccine, containing nanoparticles of cholesteryl hydrophobized pullulan (CHP) complexed with the tumor-associated antigen HER-2/neu (ErbB-2), with potential antineoplastic activity. Her-2/neu, a member of the epidermal growth factor receptor (EGFR) family of tyrosine kinases, is overexpressed in various tumors, including breast, ovarian, and gastric cancers. Vaccination with CHP-HER-2 peptide vaccine may stimulate the host immune system to mount a humoral as well as a cytotoxic T-cell response against tumor cells expressing the HER-2/neu antigen. This results in an inhibition of tumor cell proliferation and tumor cell death. The self-aggregating CHP, composed of a pullulan backbone and cholesterol branches, forms stable colloidal nanoparticles in water.",,,Immunologic Factor|Pharmacologic Substance,NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C62598,C1663,CHP-NY-ESO-1 Peptide Vaccine IMF-001|Cholesteryl Pullulan-NY-ESO-1 Vaccine IMF-001|IMF-001,"A peptide cancer vaccine containing nanoparticles of cholesteryl hydrophobized pullulan (CHP) complexed with the cancer-testis antigen NY-ESO-1 protein, with potential immunostimulating and antineoplastic activities.  Upon administration, CHP-NY-ESO-1 peptide vaccine IMF-001 may stimulate the host immune system to mount a humoral and cytotoxic T-cell response against tumor cells expressing NY-ESO-1 antigen, resulting in tumor cell lysis. The self-aggregating CHP, composed of a pullulan backbone and cholesterol branches, forms stable colloidal nanoparticles in water. NY-ESO-1, an antigen found in normal testis, is upregulated in various cancers, including bladder, breast, hepatocellular, melanoma, and prostate cancers.",CHP-NY-ESO-1 Peptide Vaccine IMF-001,,Immunologic Factor|Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C66943,C932|C67422,Vinorelbine Tartrate Emulsion|ANX-530|Vinorelbine Tartrate Injectable Emulsion,"An emulsion containing the tartrate salt of the semisynthetic vinca alkaloid vinorelbine with antineoplastic activity. Vinorelbine binds to tubulin, inhibiting tubulin polymerization into microtubules; cell division is prevented, the cell cycle is arrested metaphase and cell death ensues. In this formulation vinorelbine is emulsified in a homogeneous suspension of nanoparticles, which protects the venous endothelium from coming into direct contact with the active ingredient, potentially reducing vinorelbine-associated venous toxicity at the venous injection site.",Vinorelbine Tartrate Emulsion,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C68566,C62379,SPIO Nanoparticle|Amino Dextran-Coated Iron Oxide Particle|SPIO,Nanoparticles that have been functionalized with chemical amine groups and dextran. These particles have been utilized as magnetic resonance imaging agents and as probes to investivate thrombosis and tumor vasculature in conjunction with a CREKA peptide (cys-arg-glu-lys-ala).,,,Physical Object,
C71696,C67437|C1742,Nanoparticle Albumin-Bound Docetaxel|ABI-008|CPO 100|CPO-100|CPO100|DTX-HSA|Docetaxel Albumin-bound|Nab-Docetaxel,"A nanoparticle albumin-bound formulation of the taxane docetaxel with antineoplastic activity. Docetaxel is a semi-synthetic, second-generation taxane derived from a compound found in the European yew tree Taxus baccata. Docetaxel binds to and stabilizes tubulin, thereby inhibiting microtubule disassembly which results in cell-cycle arrest at the G2/M phase and cell death. This agent also inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and displays immunomodulatory and pro-inflammatory properties by inducing various mediators of the inflammatory response. This nanoparticle albumin-bound formulation solubilizes docetaxel without the use of the nonionic solubilizer Cremophor ELP, permitting the administration of larger doses of docetaxel while avoiding Cremophor ELP-associated toxicity.",Nanoparticle Albumin-Bound Docetaxel,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C74065,C2201|C1742,Sirolimus Albumin-bound Nanoparticles|ABI 009|ABI-009|ABI009|Albumin-bound Sirolimus|Fyarro|Nab-Rapamycin|Nab-sirolimus|Nanoparticle Albumin-Bound Rapamycin|Nanoparticle Albumin-bound Sirolimus|Sirolimus Albumin-bound Particles|Sirolimus Protein-bound Particles|Sirolimus protein-bound particles,"The macrolide antibiotic rapamycin bound to nanoparticle albumin with immunosuppressant (see sirolimus) and potential antiangiogenic and antineoplastic activities. Rapamycin binds to the immunophilin FK Binding Protein-12 (FKBP-12) to generate a complex that binds to and inhibits the activation of the mammalian Target Of Rapamycin (mTOR), a key regulatory kinase. In turn, inhibition of mTOR may result in the inhibition of the phosphatidylinositol 3 (PI-3) kinase/Akt pathway and vascular endothelial cell growth factor (VEGF) secretion, which may result in decreased tumor cell proliferation and tumor angiogenesis. The binding of water-insoluble rapamycin to nanoparticle albumin permits the albumin-mediated endocytosis of rapamycin by tumor cells and endothelial cells.",Sirolimus Albumin-bound Nanoparticles,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|HemOnc Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
